255168,7102,0C2,2640,100,TURF-G,0,0,09,41.77090072631836,-88.7083969116211,760,,,27,41.77090072631836,-88.69869995117188,755,,
248990,7103,0C5,3800,100,TURF-G,1,0,18,43.581600189208984,-85.28060150146484,960,180,573,36,43.57120132446289,-85.28060150146484,960,,
257174,7104,0C7,3980,200,TURF-G,1,0,18,41.52730178833008,-89.13289642333984,727,,300,36,41.51639938354492,-89.13240051269531,715,,80
246710,7105,0C8,2831,180,TURF-G,1,0,18,41.523399353027344,-88.6051025390625,640,,380,36,41.51559829711914,-88.6051025390625,640,,250
312186,7108,0CA1,2482,30,asphalt,0,1,08,34.98870086669922,-120.46199798583984,190,94,,26,34.98820114135742,-120.4540023803711,190,274,
239799,7139,0CO2,4000,40,ASPH,1,0,11,38.854400634765625,-106.93800354003906,8980,121.1,,29,38.84880065917969,-106.9260025024414,8900,,
246371,7158,0D7,1955,110,TURF-G,0,0,09,40.79059982299805,-83.83260345458984,949,,,27,40.79059982299805,-83.82550048828125,949,,
248718,7180,0G0,2830,50,ASPH-F,1,0,10,43.10329818725586,-78.70860290527344,588,91,,28,43.10309982299805,-78.6980972290039,588,271,355
254904,7200,0I2,2941,40,ASPH-G,1,0,09,39.47679901123047,-87.10489654541016,645,91,620,27,39.47669982910156,-87.09449768066406,631,271,442
329281,329280,0ID9,2308,60,Turf/Dirt,0,0,6,46.78444290161133,-116.47555541992188,2803,,,24,46.786109924316406,-116.47113037109375,2895,,
347760,7327,0MI8,1600,100,Torf,0,0,17,44.894554138183594,-84.30105590820312,1276,170,,35,44.890567779541016,-84.2999496459961,1273,350,
347758,7327,0MI8,2800,100,Turf,0,0,4,44.89099884033203,-84.30110168457031,1275,36,,22,44.89720153808594,-84.2947998046875,1276,216,
257003,7437,0O4,2702,50,ASPH-F,1,0,16,39.94729995727539,-122.1709976196289,293,180,,34,39.93989944458008,-122.1709976196289,293,360,
256447,7506,0Q3,2700,45,ASPH-G,0,0,07,38.22330093383789,-122.4530029296875,5,,,25,38.22330093383789,-122.44300079345703,5,,
247865,7507,0Q4,2490,50,ASPH-F,1,0,10,36.58250045776367,-119.66100311279297,305,,176,28,36.579200744628906,-119.65299987792969,296,,125
254650,7511,0R7,5000,75,ASPH-G,1,0,17,31.99720001220703,-93.30789947509766,177,180,,35,31.983400344848633,-93.30789947509766,165,,
241045,7535,0TA7,5000,100,TURF,0,0,05,30.141000747680664,-103.90599822998047,4680,58.5,,23,30.1481990814209,-103.89299774169922,4702,,
241046,7535,0TA7,5200,100,ASPH,1,0,12,30.157100677490234,-103.90599822998047,4688,128.5,,30,30.1481990814209,-103.89299774169922,4702,,
240089,7545,0TE7,6291,60,ASPH,0,0,17,30.260400772094727,-98.62339782714844,1515,175,,35,30.243200302124023,-98.62169647216797,1433,355,
252602,7645,0Y4,2500,90,ASPH-TURF-P,0,0,17,43.167598724365234,-95.47010040283203,1452,,,35,43.16080093383789,-95.46990203857422,1452,,
244185,7652,10AZ,3407,150,ASPH-DIRT,1,0,08,33.36640167236328,-112.6240005493164,860,90,,26,33.36640167236328,-112.61299896240234,860,,
249493,7656,10D,3248,200,TURF-G,1,0,09,44.953800201416016,-94.07170104980469,1030,,,27,44.953800201416016,-94.05909729003906,1030,,
249384,7708,11G,2530,60,TURF-F,0,0,07,42.9197998046875,-82.589599609375,630,,488,25,42.92319869995117,-82.5813980102539,630,,945
247290,7738,11S,2997,50,ASPH-P,1,0,08,48.26689910888672,-124.31999969482422,312,,900,26,48.26539993286133,-124.30799865722656,355,,
347057,347056,12TT,2480,50,Turf,0,0,2,33.59069061279297,-97.1025619506836,756,,,20,33.596805572509766,-97.09967041015625,771,,
351350,321472,12WV,1292,40,Turf,0,0,18,38.34577941894531,-82.11255645751953,603,169,,36,38.342288970947266,-82.11170959472656,603,349,
251833,7830,13MA,2475,55,ASPH-P,1,0,04,42.220298767089844,-72.3134994506836,403,28,325,22,42.22629928588867,-72.30919647216797,414,208,
253783,7831,13ME,2100,100,ASPH,0,0,09,45.775699615478516,-69.81330108642578,1179,,,27,45.777099609375,-69.8052978515625,1159,,
253295,7865,13Y,3000,150,TURF-G,0,0,09,48.40829849243164,-93.58560180664062,1130,,,27,48.40829849243164,-93.57319641113281,1125,,
257268,7880,14I,1220,80,TURF-G,0,0,06,39.632301330566406,-83.75170135498047,1050,,,24,39.634498596191406,-83.74819946289062,1050,,
254705,7906,14OI,2500,80,TURF,0,0,07,40.917598724365234,-82.11799621582031,1050,,,25,40.9208984375,-82.11009979248047,1050,,
254805,7912,14S,2318,50,ASPH-G,1,0,12,46.89929962158203,-124.10399627685547,6,137,,30,46.89459991455078,-124.0979995727539,8,317,
252910,7935,15G,2410,37,ASPH-G,1,0,03,41.02539825439453,-81.80020141601562,1210,,178,21,41.03139877319336,-81.79679870605469,1210,,50
251184,7977,16A,2420,75,GRVL-G,1,0,18,60.90919876098633,-162.43899536132812,11,196,,36,60.902801513671875,-162.44200134277344,12,16,
250403,8017,16S,2600,60,ASPH-E,1,0,03,42.994998931884766,-123.31900024414062,614,,,21,42.99959945678711,-123.31199645996094,619,,
240144,8078,17XS,6295,80,ASPH-G,1,0,01,32.16960144042969,-98.4385986328125,1313,20.2,370,19,32.1859016418457,-98.43150329589844,1422,,
245678,8082,18AZ,4037,50,ASPH,1,0,06,33.81639862060547,-111.90399932861328,2490,72.6,,24,33.819698333740234,-111.89199829101562,2568,,500
241659,8118,18TE,5093,40,ASPH-G,1,0,08,32.58530044555664,-95.07219696044922,359,91,,26,32.58509826660156,-95.05570220947266,349,271,2879
256816,8125,18Y,2900,150,TURF-G,1,0,16,45.7760009765625,-93.6343994140625,1100,,,34,45.76839828491211,-93.63079833984375,1100,,
333483,310115,19MT,6000,100,ASP,0,0,6,46.835304260253906,-108.9481201171875,4446,,,24,46.84083557128906,-108.92554473876953,4369,,
253701,8173,1A2,3100,85,TURF-G,0,0,17,47.11650085449219,-97.2083969116211,973,,,35,47.108001708984375,-97.2083969116211,973,,
257948,8219,1C8,2540,260,TURF-G,1,0,18,42.295501708984375,-89.13610076904297,740,,,36,42.28850173950195,-89.13610076904297,740,,400
245390,8250,1CO5,3780,45,ASPH-F,1,0,08,38.01580047607422,-103.70899963378906,4232,94.6,,26,38.01499938964844,-103.69599914550781,4238,,
245391,8250,1CO5,2500,44,GRVL-F,0,0,18,38.0182991027832,-103.697998046875,4252,193,,36,38.01169967651367,-103.69999694824219,4240,,
253518,8258,1D2,2303,75,ASPH-F,1,0,18,42.35100173950195,-83.45649719238281,696,177,,36,42.34469985961914,-83.45610046386719,685,357,
254485,8259,1D4,2315,110,TURF-G,0,0,09,40.99259948730469,-81.43579864501953,1092,,180,27,40.99250030517578,-81.42739868164062,1100,,590
249900,8261,1D6,2776,50,ASPH-G,1,0,12,44.7327995300293,-94.71499633789062,1078,,,30,44.729000091552734,-94.70760345458984,1077,,
248575,8270,1F1,2500,48,ASPH-F,1,0,14,34.07789993286133,-97.1084976196289,817,151,120,32,34.0718994140625,-97.10449981689453,817,331,
253005,8296,1G8,2268,145,TURF-G,1,0,16,40.472801208496094,-80.62650299072266,1084,,,34,40.46699905395508,-80.62370300292969,1084,,
251061,8317,1H4,1801,75,TURF-F,0,0,17,42.42219924926758,-74.00689697265625,840,180,112,35,42.417198181152344,-74.00689697265625,800,360,
256055,8323,1I9,2891,60,ASPH-F,1,0,18,40.54679870605469,-86.681396484375,670,,260,36,40.53889846801758,-86.681396484375,667,,
251622,8378,1K1,4600,60,ASPH-G,1,0,17,37.78150177001953,-97.11380004882812,1364,176,250,35,37.768798828125,-97.11270141601562,1349,356,
246932,8429,1M8,2466,50,TURF-G,0,0,09,41.83810043334961,-71.03079986572266,65,,,27,41.84000015258789,-71.02210235595703,73,,
248931,8618,1PA5,1400,130,TURF,0,0,12,40.830501556396484,-80.41619873046875,920,,,30,40.83000183105469,-80.41120147705078,922,,
247779,8640,1S2,2491,40,ASPH-G,1,0,10,48.25979995727539,-121.61499786376953,544,111,,28,48.25740051269531,-121.6050033569336,553,291,
254282,8656,1T8,2890,40,ASPH-F,1,0,16,29.742963790893555,-98.45191955566406,1080,149,490,34,29.742963790893555,-98.45191955566406,1080,329,200
264583,45821,1TS9,2700,125,TURF,0,0,17,33.37266540527344,-96.754638671875,780,,,35,33.364620208740234,-96.75474548339844,787,,
257139,8714,1VA1,5000,100,TURF,0,0,08,36.73400115966797,-80.45349884033203,2964,,,26,36.73830032348633,-80.43730163574219,2902,,
254772,8724,1W1,2710,40,ASPH-G,1,0,07,45.627899169921875,-122.41000366210938,410,,493,25,45.62779998779297,-122.39900207519531,429,,413
248818,8772,1Y5,2900,75,ASPH-F,0,0,17,43.092098236083984,-92.34480285644531,1173,,,35,43.08430099487305,-92.34269714355469,1167,,
245751,8787,20GA,4500,50,ASPH,1,0,10,33.757301330566406,-84.8927993774414,1064,97,,28,33.75590133666992,-84.87770080566406,1094,277,
347509,347508,20IA,1165,50,Turf,0,0,2,41.52063751220703,-93.80227661132812,850,,,20,41.53252029418945,-93.80043029785156,837,,
242450,8824,21AZ,4000,50,ASPH,0,0,12,34.35609817504883,-109.9749984741211,6026,133.1,,30,34.34859848022461,-109.96499633789062,6066,,
249098,8847,21MU,2800,60,TURF-G,0,0,18,36.569000244140625,-93.50910186767578,1000,,,36,36.56129837036133,-93.51029968261719,1000,,
242022,8924,22XS,3488,75,ASPH,0,0,15,31.37809944152832,-97.66919708251953,720,153.5,,33,31.369400024414062,-97.66419982910156,720,205,
254598,8925,22Y,2720,150,TURF-F,0,0,09,46.32440185546875,-94.64409637451172,1225,101,,27,46.323001861572266,-94.63349914550781,1225,281,
254804,8936,23D,2606,159,TURF-G,1,0,17,48.582698822021484,-96.54290008544922,1025,,,35,48.575599670410156,-96.54109954833984,1024,,
240716,8982,23XS,2200,50,ASPH,0,0,15,31.363399505615234,-97.67449951171875,720,152,,33,31.35810089111328,-97.67120361328125,720,,
253331,8983,23Y,3415,150,TURF-G,0,0,12,45.22439956665039,-95.40689849853516,1080,,,30,45.22019958496094,-95.39510345458984,1080,,
251602,8988,24C,2700,100,TURF-F,0,0,06,42.952999114990234,-85.347900390625,681,,1100,24,42.9547004699707,-85.34210205078125,681,320,1200
251603,8988,24C,2394,48,ASPH-P,1,0,12,42.95600128173828,-85.34880065917969,681,,603,30,42.95330047607422,-85.3407974243164,681,,597
251604,8988,24C,1940,100,TURF-F,0,0,15,42.95500183105469,-85.34410095214844,681,,582,33,42.950599670410156,-85.34110260009766,681,,388
244258,8990,24CL,7000,80,ASPH,0,0,14,36.09749984741211,-119.5469970703125,205,157.1,,32,36.08000183105469,-119.53800201416016,202,,
246417,8997,24IA,2600,190,TURF,0,0,08,42.51580047607422,-92.52459716796875,970,,,26,42.51580047607422,-92.51499938964844,982,,
248269,9087,25Y,2500,196,TURF-G,1,0,12,46.50379943847656,-95.34110260009766,1401,,,30,46.500301361083984,-95.33260345458984,1390,,
248592,9114,26N,2973,60,ASPH-G,1,0,06,39.26070022583008,-74.61129760742188,5,47,,24,39.266300201416016,-74.60359954833984,4,227,
241410,9138,27AZ,3906,40,ASPH,1,0,17,33.92470169067383,-113.16699981689453,2180,184.9,242,35,33.91419982910156,-113.16799926757812,2200,,200
258032,9139,27C,2010,100,TURF-F,0,0,03,43.626800537109375,-85.26529693603516,1022,,760,21,43.630001068115234,-85.26219940185547,1022,,460
258033,9139,27C,2027,100,TURF-F,0,0,09,43.62990188598633,-85.2654037475586,1022,,546,27,43.62990188598633,-85.25769805908203,1022,,
252238,9148,27IA,1800,60,TURF,0,0,09,40.75130081176758,-92.03410339355469,750,90,,27,40.75130081176758,-92.02760314941406,735,270,
350182,350181,27MS,2272,50,Turf,0,0,15,32.76083755493164,-89.41075897216797,358,,,33,32.75563430786133,-89.40667724609375,386,,
250250,9207,28M,1860,60,ASPH-G,0,0,18,42.02750015258789,-70.83899688720703,70,,,36,42.02280044555664,-70.83719635009766,70,,
245110,9236,29AZ,5500,60,ASPH,1,0,03,32.900299072265625,-112.90699768066406,737,45.5,,21,32.91080093383789,-112.89399719238281,732,340,
346000,345999,29IA,3049,80,Turf,0,0,17,40.760414123535156,-95.62419128417969,1092,173,,35,40.75211715698242,-95.12277221679688,1116,353,
248986,9327,2B1,2035,50,TURF-G,0,0,05,41.68280029296875,-70.40260314941406,91,,,23,41.68709945678711,-70.3988037109375,94,,
248987,9327,2B1,2700,60,TURF-G,0,0,09,41.68429946899414,-70.40760040283203,98,,,27,41.68629837036133,-70.3989028930664,95,,
248988,9327,2B1,2060,60,TURF-G,0,0,17,41.687801361083984,-70.40390014648438,103,,,35,41.68339920043945,-70.4010009765625,89,,
256610,9332,2C5,3300,100,TURF-G,0,0,09,42.252498626708984,-85.8563003540039,740,,1085,27,42.252498626708984,-85.84429931640625,740,,1159
249052,9333,2C6,2809,150,TURF-G,1,0,02,40.770301818847656,-90.07599639892578,658,19,,20,40.7775993347168,-90.07279968261719,654,199,
256776,9365,2D1,2088,130,TURF-G,1,0,09,40.9817008972168,-81.04740142822266,1056,,,27,40.9817008972168,-81.03980255126953,1067,,
256390,9368,2D7,3175,115,TURF-G,1,0,10,40.64680099487305,-81.56179809570312,984,92,425,28,40.64649963378906,-81.55039978027344,972,272,734
257531,9375,2F6,2900,60,ASPH-G,1,0,17,36.359100341796875,-96.01090240478516,670,180,,35,36.35110092163086,-96.01100158691406,670,,
257532,9375,2F6,2600,40,TURF-F,0,0,N,36.35850143432617,-96.01029968261719,670,180,,S,36.35139846801758,-96.0103988647461,670,0,
253541,9423,2H4,2400,100,TURF-G,1,0,01,42.361900329589844,-85.55560302734375,785,,400,19,42.36840057373047,-85.55400085449219,785,,968
253542,9423,2H4,2600,100,TURF-G,0,0,09,42.36579895019531,-85.5625,785,,,27,42.36579895019531,-85.55290222167969,785,,1200
239986,9438,2ID4,4200,50,ASP,1,0,03,47.90420150756836,-116.71499633789062,2335,44,,21,47.912498474121094,-116.7030029296875,2350,224,
254119,9453,2IL3,2150,200,TURF-F,0,0,18,41.518798828125,-90.37940216064453,575,,,36,41.51279830932617,-90.37930297851562,575,,
252966,9476,2J0,2590,70,TURF-F,1,0,18,29.993000030517578,-84.39540100097656,11,,200,36,29.98590087890625,-84.39540100097656,11,282,375
255454,9478,2J9,2684,75,ASPH-G,1,0,14,30.600200653076172,-84.56009674072266,221,136,,32,30.594999313354492,-84.5541000366211,207,316,324
248665,9482,2K0,2797,100,TURF-F,1,0,18,40.00910186767578,-88.55860137939453,737,179,,36,40.001399993896484,-88.55860137939453,722,360,
249629,9483,2K1,1220,30,ASPH-P,0,0,15,36.66559982299805,-97.8104019165039,1061,157,,33,36.662498474121094,-97.80879974365234,1061,337,
249630,9483,2K1,2320,430,TURF-G,0,0,17,36.665401458740234,-97.80870056152344,1061,180,,35,36.659000396728516,-97.80870056152344,1061,,
250097,9484,2K2,2528,39,ASPH-P,1,0,17,37.06290054321289,-93.2343978881836,1308,179,,35,37.055999755859375,-93.23419952392578,1336,359,
253601,9507,2L1,2800,50,ASPH-F,1,0,12,47.90959930419922,-97.64540100097656,1130,,,30,47.90370178222656,-97.63670349121094,1130,301,200
255603,9707,2P7,2843,50,ASPH-P,1,0,01,40.053001403808594,-80.96369934082031,1163,5,,19,40.060699462890625,-80.96269989013672,1187,185,
257904,9736,2Q5,1700,40,GRAVEL-G,0,0,06,39.200401306152344,-119.68599700927734,4939,60,,24,39.202701568603516,-119.68099975585938,4937,240,
251670,9740,2S0,2701,36,ASPH-G,1,0,10,48.352298736572266,-120.0989990234375,1597,,,28,48.34880065917969,-120.08899688720703,1597,,200
250108,9741,2S1,2001,60,TURF-G,1,0,17,47.461299896240234,-122.47599792480469,324,187,,35,47.45589828491211,-122.47699737548828,308,7,
249069,9744,2S5,2978,50,ASPH-G,1,0,07,47.65599822998047,-120.06300354003906,2640,,270,25,47.65599822998047,-120.05000305175781,2640,,
251885,9745,2S6,2755,50,ASPH-P,1,0,17,45.29859924316406,-122.9530029296875,181,,369,35,45.291099548339844,-122.95500183105469,162,,315
242066,9774,2TA8,5500,75,ASPH,1,0,13,26.86440086364746,-98.22830200195312,196,133,,31,26.85420036315918,-98.2157974243164,173,,
257911,9824,2V3,2413,100,TURF-G,1,0,18,41.18479919433594,-89.14669799804688,717,180,,36,41.178199768066406,-89.14669799804688,731,360,
245298,9835,2VG2,5100,100,ASP,1,0,NW,38.97529983520508,-77.87640380859375,557,126.6,,SE,38.96689987182617,-77.86190032958984,519,306.6,
254722,9845,2W2,1840,30,ASPH-G,1,0,14,39.46849822998047,-77.02010345458984,760,125,330,32,39.465599060058594,-77.01470184326172,799,305,278
257517,9927,30M,2508,80,ASPH-TURF-G,0,0,01,34.65570068359375,-90.37680053710938,195,,108,19,34.662498474121094,-90.37570190429688,195,212.9,
254029,9932,30NE,2600,60,TURF,0,0,17,40.359317779541016,-98.68579864501953,2044,180,,35,40.35218048095703,-98.68583679199219,2075,360,
241240,9985,31VA,5921,60,ASPH,1,0,02,37.012298583984375,-76.59110260009766,23,13,,20,37.028099060058594,-76.58670043945312,29,359.9,
256066,10036,33C,2995,100,TURF-P,1,0,09,43.0817985534668,-86.10199737548828,634,,998,27,43.0817985534668,-86.0907974243164,634,254.1,796
344832,344831,33VT,1722,100,Turf,0,0,2,44.116111755371094,-72.56694030761719,1350,20,,20,44.12055587768555,-72.5647201538086,1350,200,
244662,10080,34AZ,5200,200,ASPH-P,0,0,03,33.23640060424805,-111.90899658203125,1175,45.6,,21,33.24639892578125,-111.89600372314453,1179,270,
244663,10080,34AZ,8560,75,ASPH-G,0,0,12,33.25279998779297,-111.9280014038086,1165,134.8,,30,33.23640060424805,-111.90899658203125,1175,,
251087,10088,34G,3608,100,TURF-G,1,0,18,41.973899841308594,-83.92340087890625,820,,261,36,41.9640007019043,-83.92350006103516,820,354.3,486
254335,10119,34U,2975,100,TURF-F,0,0,18,44.84379959106445,-85.43150329589844,625,,,36,44.835601806640625,-85.43150329589844,625,,
254050,10127,35C,2200,100,TURF-G,0,0,18,43.13140106201172,-85.50530242919922,890,,,36,43.125301361083984,-85.50530242919922,890,262,400
353030,353029,35XA,1461,80,Turf/Dirt,0,0,12,30.835031509399414,-94.94371795654297,240,119,,30,30.833086013793945,-94.93964385986328,267,299,
241873,10193,36MI,4278,75,ASPH,1,0,13,42.036598205566406,-83.88359832763672,789,125,,31,42.02989959716797,-83.87069702148438,794,305,
241872,10193,36MI,4258,75,ASPH,1,0,7,42.031898498535156,-83.8864974975586,794,63,,25,42.03710174560547,-83.87259674072266,794,243,
250670,10240,37N,3200,60,DIRT-GRVL-F,0,0,11,47.48500061035156,-101.41400146484375,1717,,,29,47.48040008544922,-101.40299987792969,1700,,
248227,10261,37X,3030,53,TURF-G,1,0,N,29.987899780273438,-95.93060302734375,224,,,S,29.996200561523438,-95.93070220947266,228,345.1,
258149,10267,38C,3450,100,TURF-G,0,0,18,43.61249923706055,-85.49250030517578,889,180,486,36,43.60309982299805,-85.49250030517578,889,336.2,384
258045,10276,38I,2534,75,TURF-G,0,0,09,40.09080123901367,-83.69409942626953,1150,,,27,40.09149932861328,-83.68470001220703,1150,,
252132,10323,39G,2105,100,TURF-F,0,0,09,43.029998779296875,-82.67330169677734,726,,267,27,43.03010177612305,-82.66539764404297,726,252,
350184,350183,39MD,1800,60,Turf,0,0,9,38.27483367919922,-76.7271728515625,21,86,,27,38.27513885498047,-76.72091674804688,15,266,
257937,10360,3A9,2400,250,TURF-G,0,0,04,44.39139938354492,-97.12519836425781,1803,,,22,44.39609909057617,-97.1187973022461,1818,,
257938,10360,3A9,3000,250,TURF-G,1,0,14,44.39690017700195,-97.12629699707031,1801,,,32,44.38990020751953,-97.12039947509766,1810,309.3,
242097,18674,3B3,3086,40,ASPH-G,1,0,16,42.429100036621094,-71.79660034179688,459,140,150,34,42.422698974609375,-71.78910064697266,449,314.7,500
256324,10401,3C1,2243,40,ASPH-F,1,0,03,41.652801513671875,-86.03669738769531,755,,187,21,41.65919876098633,-86.03250122070312,750,328.3,200
256325,10401,3C1,3140,100,TURF-F,0,0,12,41.65829849243164,-86.0386962890625,752,,690,30,41.654998779296875,-86.03079986572266,753,,520
247698,10432,3D1,1270,80,TURF-F,1,0,09,45.21440124511719,-88.07869720458984,731,,,27,45.21440124511719,-88.06880187988281,731,,
247948,10433,3D2,2700,60,ASPH-G,1,0,14,45.13800048828125,-87.18949890136719,762,136,,32,45.1327018737793,-87.18229675292969,750,316,
253249,10434,3D8,2703,30,TURF-F,1,0,09,41.33610153198242,-83.72799682617188,684,91,,27,41.335899353027344,-83.71839904785156,690,271,
251232,10435,3DA,2510,50,ASPH-F,1,0,18,43.0531005859375,-83.80390167236328,733,181,771,36,43.046199798583984,-83.80400085449219,733,1,771
251803,10437,3EV,2105,142,TURF-G,0,0,18,38.01499938964844,-87.5947036743164,380,,,36,38.0088996887207,-87.59500122070312,380,,
256919,10438,3EX,2000,47,ASPH-F,1,0,01,39.33530044555664,-94.19879913330078,992,27,,19,39.3401985168457,-94.19560241699219,990,207,
346569,346568,3FA7,1480,80,Turf,0,0,18,29.044696807861328,-81.05695343017578,24,,,36,29.04062843322754,-81.05695343017578,25,,
256944,10450,3FK,2400,35,ASPH-G,1,0,03,39.423500061035156,-86.06109619140625,735,,125,21,39.42919921875,-86.05690002441406,721,,165
248154,10461,3G8,2568,120,TURF-G,1,0,09,41.43989944458008,-90.11470031738281,635,,240,27,41.439701080322266,-90.10540008544922,635,295.4,300
257070,10536,3K4,4150,200,TURF-G,1,0,18,39.14849853515625,-89.45700073242188,631,,,36,39.13710021972656,-89.45700073242188,632,,1050
246483,10538,3KK,2644,300,TURF-G,1,0,09,41.09659957885742,-87.91670227050781,624,,,27,41.09659957885742,-87.90709686279297,619,,285
246484,10538,3KK,2564,200,TURF-G,0,0,18,41.09809875488281,-87.90979766845703,619,,,36,41.090999603271484,-87.90979766845703,624,,900
345517,345504,3KS2,2051,70,Turf,0,0,18,37.06328201293945,-96.99879455566406,1166,178,,36,37.057655334472656,-96.99862670898438,1139,359,
332503,332502,3KS9,3800,24,ASP,0,0,17,37.73232650756836,-101.19554138183594,3091,179,,35,37.721900939941406,-101.19528198242188,3080,359,
256361,10563,3LA4,4002,60,ASP,1,0,12,29.802629470825195,-92.8088607788086,2,122,,30,29.796733856201172,-92.79821014404297,7,302,
348553,348552,3ND6,897,30,Turf,0,0,9,47.24222183227539,-99.8994140625,1940,97,,27,47.24191665649414,-99.89583587646484,1945,277,
349493,349492,3NE5,2500,75,Turf,0,0,12,40.94914245605469,-96.20661163330078,1142,118,,30,40.945960998535156,-96.1985855102539,1165,298,
247308,10686,3NP,2740,200,TURF-F,0,0,09,42.1713981628418,-84.26319885253906,963,,1200,27,42.1713981628418,-84.25370025634766,963,,
247309,10686,3NP,2500,160,TURF-F,0,0,15,42.17319869995117,-84.26290130615234,963,,290,33,42.16709899902344,-84.25869750976562,963,,550
250271,10698,3O5,2900,50,ASPH-F,1,0,16,34.37310028076172,-98.40670013427734,1058,174,,34,34.36520004272461,-98.40570068359375,1058,354,
246400,10769,3R8,2844,100,TURF-G,0,0,02,38.65420150756836,-85.7925033569336,605,,200,20,38.66120147705078,-85.7886962890625,600,257,380
250610,10771,3S2,1808,40,TURF-G,0,0,12,44.51539993286133,-70.40979766845703,418,121,,30,44.512901306152344,-70.40380096435547,418,301,
246792,10782,3T0,3000,60,TURF-E,0,0,07,33.8390998840332,-96.81500244140625,640,,,25,33.839900970458984,-96.8051986694336,640,,
257761,10798,3TE,2660,75,ASPH-P,1,0,18,42.028900146484375,-83.93910217285156,812,179,780,36,42.02170181274414,-83.93900299072266,797,359,500
253706,10857,3W2,2870,75,ASPH-G,0,0,03,41.633399963378906,-82.8311996459961,592,,452,21,41.63999938964844,-82.82550048828125,594,214.1,657
248300,10859,3W5,2609,60,ASPH-G,0,0,07,48.52989959716797,-121.76399993896484,264,,,25,48.52980041503906,-121.75299835205078,264,,
252382,10861,3W9,2085,67,TURF-F,0,0,09,41.69419860839844,-82.80039978027344,578,,,27,41.694698333740234,-82.7927017211914,580,,
